,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,2013,0.061519784314321674,0.0888699654511817,0.12782380977897834,0.09641201305079922,0.12977803237202107,0.1440722852010237,0.16796799160876577,0.023739353569655768,0.8770839651502584,0.022191374365156502,0.042175873703000744,0.06802430807980214,0.07850271880998316,0.11482596272332331,0.12037649615340387,0.2208988400433915,0.2538362103492262,0.8217992336250072,0.05952745618105099,0.04340881650928581,0.05425439113276795,0.08423091583244392,0.10046778878406912,0.12388214576967914,0.2479952002958026,0.510804976823716,0.8028154101485161,0.040970397400957974,0.046087667788253364,0.06888415326147064,0.07963915306346533,0.1052085926098745,0.12612926582463033,0.23933820225676763,0.5191513036581219,0.8441392394117573,0.030071396303140964,0.05767490971906979,0.06785749461756006,0.08655471516306906,0.08776974505508345,0.09140219655736513,0.1188559185971369,0.20448781262200422,0.8099764075903407,0.01858820632623641,0.05485302978119529,0.07186443061487593,0.0838390540729092,0.11457049758233105,0.08860059283158556,0.12569383345622936,0.18043652077891992,0.6371900728628478,0.04665321628309993,0.0550263856457158,0.07824006238763007,0.10967925151869821,0.13208776417922355,0.09445209732538408,0.10869494316804224,0.1653003949883338,0.7602368273958507,0.05695026960065062,0.06359771947014292,0.09595748114885352,0.10464868765097993,0.11117292675716309,0.09649990073936432,0.13486879805304347,0.17308430691377902,0.70802286819741
1,2014,0.4469352802649684,0.4390606808338206,0.495691883466205,0.48626056551451,0.24623223002955588,0.2622934326084988,0.517914355462354,0.3124859323843531,0.8877989181519138,0.4064084408461927,0.44657057812495954,0.4691900059800754,0.46771936472462694,0.23922233912700785,0.21399577383424376,0.5446052722245474,0.5751985813501338,0.8676540643030276,0.2895520335717643,0.44259697170666557,0.4359662743794445,0.23158417716321128,0.20828466842409774,0.21604682083811133,0.5612271294721749,0.6951838182026637,0.8652653284316907,0.45314575074624575,0.4490292668031878,0.22586834467056366,0.19736415741152308,0.21413469360928677,0.2390555839593008,0.5656894587992061,0.71730264657862,0.8576264798448703,0.3532972908731674,0.2521894004611032,0.21158834001440108,0.23082057413047374,0.29105193358285053,0.33427213567772884,0.39909633794957794,0.3912963763900067,0.7614057568730321,0.3407010829057192,0.23049758142382704,0.2396897112249232,0.20764342448428413,0.2619545006997968,0.3218066458553115,0.3681678573045804,0.35493436767632885,0.6032171978805831,0.27712614571083294,0.24154336482764943,0.47990881466136015,0.2499686377055336,0.39508604291824506,0.30037812705160594,0.34314604142959876,0.3223836279173259,0.690380131263084,0.27734071981862707,0.304936540419817,0.18942339866374275,0.3086903626745964,0.32158163711775184,0.3216521084408226,0.24571076886955745,0.3265128963282632,0.6865304180975322
2,2015,0.8255264940623612,0.7483084144649569,0.7852755450485261,0.9058625369981363,0.47560131423963253,0.47156568588717485,0.8730180973609485,0.5723503149385486,0.8860105533463851,0.8691770383627356,0.8993211072017337,0.9010618861509798,0.8933508284652276,0.4343842191648746,0.4114285669019758,0.8600331282656899,0.8902791320692324,0.8898473494726622,0.5614442706393766,0.8915363930957902,0.8924677455727775,0.49037419922632225,0.390761468532214,0.40945659658337,0.853345346001288,0.8911905796143715,0.8950822507939076,0.8929223712163193,0.8916020531863134,0.5094287389540813,0.4105037580406069,0.39859333782371165,0.4485680169439732,0.8576360030904626,0.8897713042675096,0.856980380060862,0.634632005861024,0.5293639197465854,0.4848832918066461,0.44069720015693975,0.4902054485264766,0.5762489330932148,0.6351310345574074,0.5773596072219046,0.7494455513642146,0.6341159165638915,0.5263874815847674,0.4867590729679036,0.4209654344494084,0.5027973991119717,0.5592313410856412,0.5920594035741573,0.557606832465544,0.6218018785667733,0.5811852025627067,0.5404844184792569,0.8997310887692688,0.4819543398718084,0.6761623909447457,0.5241789594520192,0.5646501369908752,0.5309949447257533,0.6723998824945975,0.5674606567739606,0.5652449370458104,0.2583663274784989,0.5531405842682803,0.5880533914147307,0.6223661641954035,0.45706264368452054,0.5025666145412834,0.6913818630901901
3,2016,0.8395781974474654,0.8061252841897114,0.8276791738851836,0.8608361039164187,0.758915840024091,0.7293187362865776,0.8361538483401916,0.8133416610183418,0.8623752553606184,0.8505166179498429,0.8641711183577399,0.8528452870104036,0.8478023979198277,0.6751157428141698,0.6813756907395224,0.8165007223206859,0.8316912751571005,0.8661751029012233,0.8485759261022267,0.8545095391769579,0.8803311801088244,0.7815455494565631,0.62827320223732,0.6743201230256658,0.8495138646036591,0.8021484645928991,0.8580501727246985,0.8830876154211336,0.8557191451184539,0.8469953648447954,0.6835854613181043,0.6397133791163853,0.7004344741243471,0.8292120644481293,0.8499960439614096,0.8286761463516755,0.8782848695317225,0.8529731347667064,0.8170140588534561,0.6771115317258365,0.6914351753856954,0.8176261745001393,0.7938453261595173,0.7374889177485326,0.8024046430703101,0.8775975998695529,0.8712194544349082,0.757606612219406,0.6849793887186617,0.7695040565766823,0.783228195071598,0.7680189657717208,0.7746497104963795,0.7023848815071589,0.8922229085376284,0.8629139259151746,0.8592967565890653,0.7465000115625076,0.7998749106708964,0.7602949421106826,0.7466655207463697,0.7877363375302985,0.733189229405947,0.9032182707561747,0.8472805937282495,0.7903455390210564,0.8231879221298765,0.7653798300985827,0.7565898727344423,0.7420473585583452,0.6893689923569913,0.7367645569795167
4,2017,0.8786028333091691,0.8765878172941207,0.8789826894585006,0.8812534472077724,0.8446938704371327,0.8400722389019524,0.8794265371078372,0.8553470232868164,0.8890516506268027,0.8702784447757074,0.8690255942987506,0.8762136678712416,0.8725906144712285,0.7988643278207495,0.8137350230286292,0.8664599432436246,0.8942953526191877,0.8959928857897781,0.8658545093086707,0.8656852912000702,0.8757711865276985,0.8522341061876904,0.8130224740202152,0.8309185072557148,0.8690319939676968,0.8912691867294407,0.8948058221419978,0.8804023704652928,0.8775303259534483,0.8724842591158865,0.8148476159115704,0.8049654422523163,0.8470206596804042,0.8840558021593465,0.8910996417971824,0.8984286266988462,0.8838935670071114,0.8797571218391167,0.859003136165145,0.7901456456842719,0.7988637741257516,0.8616771504218852,0.8861101320131365,0.8873735390783918,0.9049949612373478,0.8841842137412012,0.8868098957657955,0.8087087674145124,0.7660106725423376,0.8085789590031013,0.8616747469457501,0.8859007112817776,0.8898969521211678,0.7251025945680327,0.8824878652221051,0.8896471322597216,0.8518096778073065,0.7931142408258101,0.8278912700901634,0.8528168398628024,0.8655743447749131,0.8761255474564725,0.8887242510486113,0.8796634812285495,0.8866080987847142,0.8117622969591991,0.8363519751698814,0.8317115315002874,0.8490483649601883,0.8382863321407947,0.8741212480502107,0.8938950944253209
5,2018,0.7165626603383397,0.49143155338732253,0.7202213970017841,0.7817603266573263,0.8077892240478166,0.3163474452874329,0.8352064379177662,0.818186099156006,0.8345435960062217,0.7107816083480876,0.5386209194605244,0.40240451187443793,0.7966116153872694,0.7685616035976713,0.29674256452025016,0.8211679756082383,0.8315858303965703,0.8314448691817662,0.7956939075307013,0.4275971856085605,0.7888174371811938,0.3608259817340966,0.33672581553545,0.2731482556470994,0.817141236139539,0.29912795400537356,0.7946951858210706,0.7853311262734681,0.8110515404674697,0.8002348248518927,0.7839499074057937,0.3321679852028203,0.8150775043548579,0.8184918374131223,0.8249515550809519,0.8081708942530533,0.7843466252408011,0.8143037899725206,0.7854414120418696,0.7424674121736223,0.7416156794277426,0.7928610308896247,0.8093887496323829,0.7711260019563131,0.7826506561982065,0.7522306877993902,0.8068308120289522,0.7957088566675555,0.7305900517172627,0.7569808867165025,0.7762662736897257,0.7861490405795954,0.7788844815703285,0.6521989084272899,0.7922536703709647,0.8074055533557211,0.8103031592638922,0.7150890421592909,0.7215924014722764,0.7629035428383381,0.7675231454291254,0.76949924873704,0.6821923475516959,0.4035044953985085,0.788541293137928,0.7823131299228292,0.3228424936302294,0.7265826521644992,0.7523208162639604,0.7404848639786628,0.7618863163839688,0.6982027921750846
6,2019,0.6447371359227909,0.5328574596126121,0.6838523607473961,0.780387463920783,0.8258499637194789,0.6348732768140882,0.8171188731558079,0.8114721432944703,0.822225079328096,0.5948045593752032,0.7091099183709453,0.6727004804880261,0.7974058104496855,0.7891482910146537,0.653100799704265,0.8064962410302922,0.8114039942441521,0.8116818052657685,0.7757244463483689,0.6725261473368175,0.7858697056507161,0.6236814510101395,0.6337002945376994,0.6329388315619799,0.8001128899874765,0.6045704395791196,0.771388162404016,0.7796208161131367,0.8025322062368343,0.7901472421575199,0.7997569568789527,0.6358431277376935,0.8186173592265356,0.7950632853095636,0.8048675289247859,0.7834221444223232,0.7669875573362802,0.8035379159437985,0.783691443467924,0.7511566852734592,0.7408856380018268,0.7610615963269469,0.7744439993325696,0.7199366237909538,0.7519589837726883,0.7322811679641353,0.7971538025839434,0.8088416856842098,0.7448781219428906,0.7662514480109598,0.7372725489597639,0.7378230753386066,0.7271071936145035,0.6455391697516486,0.8036768514148703,0.7906048703608238,0.812984956051578,0.6946053842466952,0.681052472879647,0.7245833571990611,0.7211890333138912,0.7236010707323753,0.6572300348110369,0.618703696899451,0.7539798298094668,0.7927040016994614,0.7025235066143684,0.687608238896325,0.7053004774146883,0.6946410091411683,0.7267612811844942,0.6574221830262503
7,2020,0.6741211532175726,0.7835903553087923,0.7872073621433441,0.8456725608358193,0.9067542197581999,0.8962180779482696,0.8611243270596276,0.8487452558033639,0.8582951411069384,0.7781218175116813,0.8851713159743989,0.8653590285664319,0.8436235501893595,0.8965603878999604,0.8959424366618074,0.8618497456648,0.8524138185197923,0.8503779671281432,0.8406266256299492,0.8722207228958769,0.8415441345480703,0.8787377862420018,0.8832831403178787,0.8843060887449369,0.8583508252579835,0.8915887116487969,0.8453283692948209,0.8957728605729686,0.8484432723854386,0.8414337719561038,0.8792652053985535,0.8950473307536965,0.8904546338795353,0.8932271314321015,0.903664661576237,0.8469645449644234,0.8328789939364862,0.8925096857077461,0.8742789744153439,0.8718790670942054,0.8226480819821559,0.8361726488317343,0.8987840690073943,0.9001580967643177,0.8278613766954547,0.8123572711360652,0.8951811685818671,0.870738341802722,0.8633272401960614,0.8867537615251566,0.8998509944770193,0.8993728285287226,0.8967746438656966,0.8531936115313613,0.8849002298809936,0.8838130616796881,0.8876114790099973,0.8829179810438867,0.8938894919368975,0.8962317426349524,0.8915261340522581,0.886604010725034,0.8022831399717365,0.8791356349393221,0.8792794024757324,0.8647958044591103,0.8884327769240279,0.8874435306580502,0.8975424902530664,0.8637285483357932,0.8680592245955897,0.8001328898449903
8,2021,0.8702133048952254,0.8751626788931891,0.8710826574401239,0.8821927849131512,0.8942090891894373,0.89541341312037,0.8896025579296585,0.8873091221485278,0.8895309924228155,0.8772619538397476,0.8749969249423821,0.8773446077725389,0.882070920863148,0.8959455208459006,0.8886441082294847,0.8893662201106913,0.9035149740368476,0.8949613613288526,0.8678978552372945,0.8650848141313277,0.8631960599977468,0.8775252352779416,0.8938242389613517,0.9019288791115662,0.8897905957949349,0.8989322857514142,0.8970897358128487,0.8749880344126242,0.8683735880996837,0.8668133757889092,0.8828023196219499,0.8917722575461725,0.8947433354242724,0.8948959381084807,0.8998859308410192,0.8743428515206604,0.8686124004533287,0.8739958027638658,0.8766457314411944,0.8772316868380478,0.8874245050815491,0.8860537219944561,0.8847989528606414,0.8553602507400233,0.8419324405456746,0.8444302344701439,0.8726738097929142,0.8544695788410819,0.8545004638846028,0.8836908177315806,0.8645604521920932,0.8499112881316254,0.8683020504798757,0.8056094098073164,0.8639206150014812,0.8751391165844883,0.8779913281442157,0.8599005597141012,0.8897172579456216,0.8862675630805662,0.8628048390770287,0.8572546817591136,0.821704529406999,0.8582046289366462,0.8644695016280651,0.8621414914795795,0.8750995787182169,0.8624425142879294,0.8788334100480192,0.8715750333477472,0.8623807721974365,0.8401576908153015
9,2022,0.8773723168343637,0.8692556915236478,0.8534191667517967,0.8820034051826552,0.8880728340910002,0.8941213308725036,0.8927530738079781,0.8840648951903489,0.8818522955314849,0.862495634421877,0.8666678277158367,0.8746680523116218,0.8764459582944786,0.8854032731366727,0.8959563134369974,0.8869483697058487,0.8922461494080965,0.8877523473781558,0.8712197789854782,0.8696170684072585,0.8718878083716893,0.8707691963629134,0.8864374293215022,0.8932497339095669,0.8853108419701882,0.8850352107209517,0.8883619553564318,0.8723877022220342,0.8623628094185258,0.8517773736024838,0.8765773695091174,0.8866904336220649,0.8952519581885209,0.8891839831338715,0.8820666724908698,0.8821373759032011,0.8642113395421074,0.8715065533402071,0.8712614046152147,0.8714962500114419,0.8871965570581267,0.8786216327401555,0.8905373787084779,0.8554680606830101,0.8504962405892306,0.8615774447761035,0.8739161600288678,0.8599011176393283,0.8595841814918028,0.8788043245487267,0.885128441618445,0.8757598433278685,0.8521605264288752,0.8508300700297762,0.8687659413644706,0.8768611012979659,0.8727688178574954,0.8738638901923845,0.8762595883692708,0.8806291838072018,0.8788639580080615,0.8630114146436337,0.8254368855351571,0.8670069496629071,0.8678818617716524,0.8691490096950594,0.879012694415312,0.8856249435891914,0.8839916490476479,0.8623409901640823,0.8581763921930863,0.8554878098719585
